Deal Type;Announce Date;Target Name;Acquirer Name;Seller Name;Announced Total Value (mil.);Payment Type;TV/EBITDA;Deal Status;Nature of Bid;Target ISIN;Acquirer ISIN;Competing Bid Premium;Premium to 1-Month Avg Px (%);Percent Sought;Percent Owned;Net Debt
INV;18/04/2012;Primerica Inc;Primerica Inc;Warburg Pincus LLC;150.00;Cash; ;Completed;;US74164M1080;US74164M1080;0.0000;0;8.833000;0.000000;0.000000
INV;18/04/2012;Hastings Technology Metals Ltd;A1 Investments & Resources Ltd;;0.69;Cash; ;Completed;Friendly;AU000000HAS0;AU000000AYI6;0.0000;-30.7958;6.380000;0.000000;0.000000
M&A;19/04/2012;Human Genome Sciences Inc;GlaxoSmithKline PLC;;3012.89;Cash; ;Completed;Hostile to Friendly;US4449031081;GB0009252882;0.0000;83.9953;100.000000;0.000000;102.317001
M&A;19/04/2012;Somerton Energy Ltd;Cooper Energy Ltd;;24.96;Stock; ;Completed;Friendly;AU000000SNE0;AU000000COE2;0.0000;49.8214;100.000000;0.000000;-7.866016
INV;19/04/2012;Green Energy Technology Inc;Tatung Co Ltd;;19.96;Cash; ;Completed;Friendly;TW0003519005;TW0002371002;0.0000;0;5.900000;0.000000;0.000000
INV;20/04/2012;Banco BPI SA;CaixaBank SA;Itau Unibanco Holding SA;123.40;Cash; ;Completed;;PTBPI0AM0004;ES0140609019;0.0000;;18.870001;30.100000;0.000000
M&A;20/04/2012;Ideas International Ltd;Gartner Inc;;14.41;Cash;6.53;Completed;Friendly;AU000000IDE2;US3666511072;0.0000;-1.18704;100.000000;0.000000;-5.968602
INV;20/04/2012;Hydrogenics Corp;Enbridge Inc;;4.41;Cash; ;Completed;Friendly;CA4488832078;CA29250N1050;0.0000;-4.25454;12.320000;0.000000;0.000000
M&A;23/04/2012;Cable & Wireless Worldwide Ltd;Vodafone Group PLC;;1841.38;Cash;2.51;Completed;Friendly;GB00B5WB0X89;GB00BH4HKS39;0.0000;9.39449;100.000000;0.000000;270.883209
M&A;23/04/2012;Ardea Biosciences Inc;AstraZeneca PLC;;1123.12;Cash; ;Completed;Friendly;US03969P1075;GB0009895292;0.0000;51.4095;100.000000;0.000000;-95.693001
INV;23/04/2012;E-Commodities Holdings Ltd;Aluminum Corp of China Ltd;Winsway Resources Holdings Ltd;308.16;Cash;4.95;Terminated;;VGG2921V1067;CNE1000001T8;0.0000;;29.860001;0.000000;0.000000
M&A;23/04/2012;Biota Holdings Ltd/Old;Vaxart Inc;;38.62;Stock; ;Completed;Friendly;AU000000BTA1;US92243A2006;0.0000;-46.7514;100.000000;0.000000;-56.540001
M&A;23/04/2012;Plexmar Resources Inc;Sierra Metals Inc;;13.41;Stock; ;Terminated;Friendly;CA7289021072;CA82639W1068;0.0000;0;100.000000;0.000000;-0.016121
M&A;23/04/2012;Invigor Group Ltd;Piksel Inc;;13.39;Stock; ;Completed;Friendly;AU000000IVO3;US72141R2085;0.0000;0;100.000000;0.000000;-1.428000
M&A;23/04/2012;Pitchstone Exploration Ltd;Fission Energy Corp;;4.10;Stock; ;Completed;Friendly;CA7243651014;CA3381251071;0.0000;24.742;100.000000;0.000000;-1.969747
M&A;24/04/2012;Nidec Sankyo Corp;Nidec Corp;;300.41;Stock;9.73;Completed;Friendly;JP3327600007;JP3734800000;0.0000;2.39222;25.350000;74.650002;0.000000
M&A;24/04/2012;China Merchants Land Ltd;China Merchants Property Development Co Ltd;Skill China Ltd;43.50;Cash; ;Completed;;KYG210AW1064;CNE000000891;0.0000;;66.180000;0.000000;160.100998
M&A;24/04/2012;SIIC de Paris 8eme;SIIC de Paris SA;;10.82;Stock;14.23;Completed;Friendly;FR0000077844;FR0000057937;0.0000;-22.8912;9.360000;90.639999;0.000000
M&A;25/04/2012;GeoResources Inc;Battalion Oil Corp;;952.56;Cash and Stock;9.82;Completed;Friendly;US3724761016;US07134L1070;0.0000;19.9921;100.000000;0.000000;-39.144001
INV;25/04/2012;Abertis Infraestructuras SA;Abertis Infraestructuras SA;ACS Actividades de Construccion y Servicios SA;608.21;Cash;3.55;Completed;;ES0111845014;ES0111845014;0.0000;;5.300000;0.000000;0.000000
M&A;25/04/2012;Nippon Paper Group Inc;Nippon Paper Industries Co Ltd;;N/A;Stock; ;Completed;Friendly;JP3754300006;JP3721600009;0.0000;0;100.000000;0.000000;720344.000000
M&A;26/04/2012;RHOEN-KLINIKUM AG;Fresenius SE & Co KGaA;;4903.77;Cash;9.86;Terminated;Friendly;DE0007042301;DE0005785604;0.0000;56.0009;100.000000;0.000000;594.932983
M&A;26/04/2012;Toko Electric Corp;Takaoka Electric Manufacturing Co Ltd;;59.76;Stock;1.74;Completed;Friendly;JP3591800002;JP3452800000;0.0000;39.1228;100.000000;0.000000;-8521.000000
M&A;27/04/2012;Trelawney Mining & Exploration Inc;IAMGOLD Corp;;498.10;Cash; ;Completed;Friendly;CA89472X1096;CA4509131088;0.0000;35.1799;100.000000;0.000000;-98.586731
INV;27/04/2012;ASKUL Corp;Z Holdings Corp;;410.14;Cash;7.99;Completed;Friendly;JP3119920001;JP3933800009;0.0000;0;42.473999;0.000000;0.000000
INV;27/04/2012;Garuda Indonesia Persero Tbk PT;Trans Airways PT;Danareksa Persero PT,Bahana Pembinaan Usaha Indonesia PT,Bank Mandiri Persero Tbk PT;166.51;Cash;5.92;Completed;;ID1000118300;N.A.;0.0000;;10.900000;0.000000;0.000000
INV;27/04/2012;China Merchants Land Ltd;China Merchants Property Development Co Ltd;Greatest Mark Ltd;2.75;Cash; ;Completed;;KYG210AW1064;CNE000000891;0.0000;;4.000000;66.180000;0.000000
INV;27/04/2012;Kinergy Ltd;Unnamed Buyer;CEI Ltd;1.86;Cash;2.03;Completed;;SG1U56934110;;0.0000;0;9.937000;0.000000;0.000000
INV;27/04/2012;First Sensor AG;ING Groep NV;;N/A;Cash; ;Completed;Friendly;DE0007201907;NL0011821202;0.0000;0;8.270000;27.330000;0.000000
M&A;30/04/2012;ETC Sunoco Holdings LLC;ETP Legacy LP;;6786.54;Cash or Stock;5.66;Completed;Friendly;US86764P1093;US29273R1095;0.0000;23.9722;100.000000;0.000000;1480.000000
M&A;30/04/2012;Gen-Probe Inc;Hologic Inc;;3757.47;Cash;19.40;Completed;Friendly;US36866T1034;US4364401012;0.0000;23.7232;100.000000;0.000000;-120.046997
M&A;30/04/2012;PLX Technology Inc;Integrated Device Technology Inc;;320.13;Cash and Stock; ;Terminated;Friendly;US6934171074;US4581181066;0.0000;82.0895;100.000000;0.000000;-6.801000
INV;30/04/2012;Polyus Gold International Ltd;VTB Bank PJSC;;196.36;Cash;6.82;Completed;Friendly;JE00B5WLXH36;RU000A0JP5V6;0.0000;-4.47581;2.500000;0.000000;0.000000
M&A;30/04/2012;Eureka Energy Ltd;Aurora Oil & Gas Pty Ltd;;101.70;Cash;78.51;Completed;Unsolicited;AU000000EKA4;AU000000AUT1;0.0000;31.7829;97.209999;2.790000;-6.084900
INV;30/04/2012;Central European Media Enterprises Ltd;Time Warner Inc;;86.36;Cash; ;Completed;Friendly;BMG200452024;US8873173038;0.0000;2.45199;0.000000;0.000000;0.000000
M&A;30/04/2012;American Perspective Bank;PacWest Bancorp;;54.92;Cash; ;Completed;Friendly;US0288531090;US6952631033;0.0000;0;100.000000;0.000000;0.000000
M&A;30/04/2012;AIRE GMBH & Co KGAA;American International Group Inc;;30.97;Cash; ;Completed;Friendly;DE0006344211;US0268747849;0.0000;57.3357;28.059999;71.940002;0.000000
INV;30/04/2012;FuelCell Energy Inc;POSCO;;30.00;Cash; ;Completed;Friendly;US35952H6018;KR7005490008;0.0000;0;10.760000;5.840000;0.000000
M&A;01/05/2012;Payless Inc;Wolverine World Wide Inc,Golden Gate Capital LP (Fund: Golden Gate Capital Investment Annex Fund II LP),Blum Capital Partners LP (Fund: Blum Strategic Partners IV LP);;1750.38;Cash;14.68;Completed;Friendly;US19421W1009;;0.0000;11.1992;100.000000;0.000000;428.600006
M&A;01/05/2012;EasyLink Services International Corp;Open Text Corp;;310.07;Cash;7.71;Completed;Friendly;US2778581064;CA6837151068;0.0000;39.4097;100.000000;0.000000;63.889999
M&A;01/05/2012;Alesco Corp Ltd;DuluxGroup Ltd;;233.83;Cash;4.63;Completed;Unsolicited;AU000000ALS2;AU000000DLX6;0.0000;57.3245;80.040001;19.959999;82.853996
M&A;01/05/2012;HSE Integrated Ltd;DXP Enterprises Inc/TX;;77.10;Cash;4.83;Completed;Friendly;CA4042901088;US2333774071;0.0000;58.5205;100.000000;0.000000;6.104000
M&A;01/05/2012;Central Bancorp Inc/MA;Independent Bank Corp;;54.11;Cash or Stock; ;Completed;Friendly;US1524181096;US4538361084;0.0000;72.09;100.000000;0.000000;0.000000
INV;01/05/2012;Alesco Corp Ltd;DuluxGroup Ltd;;38.89;Cash;3.77;Completed;Friendly;AU000000ALS2;AU000000DLX6;0.0000;65.6048;19.959999;0.000000;0.000000
M&A;02/05/2012;Charming Shoppes Inc;Ascena Retail Group Inc;;848.70;Cash;10.24;Completed;Friendly;US1611331034;US04351G2003;0.0000;23.3468;100.000000;0.000000;-75.327003
M&A;02/05/2012;Standard Microsystems Corp;Microchip Technology Inc;;710.78;Cash;12.04;Completed;Friendly;US8536261097;US5950171042;0.0000;42.7233;100.000000;0.000000;-147.054001
M&A;03/05/2012;Cia de Gas de Sao Paulo SA;Cosan SA;BG Group Ltd;1765.04;Cash;7.89;Completed;;BRCGASACNPA3;BRCSANACNOR6;0.0000;0;60.049999;0.000000;0.000000
M&A;03/05/2012;DSM Biomedical Inc;Koninklijke DSM NV;;348.54;Cash;12.78;Completed;Friendly;US4900571062;NL0000009827;0.0000;36.0294;100.000000;0.000000;-3.556000
INV;03/05/2012;Technicolor SA;JPMorgan Chase & Co;;161.84;Cash;1.86;Completed;Friendly;FR0013505062;US46625H1005;0.0000;0;28.959999;1.000000;0.000000
M&A;03/05/2012;Alliance Bankshares Corp;WashingtonFirst Bankshares Inc;;23.99;Cash or Stock; ;Completed;Friendly;US0185351048;US9407301046;0.0000;12.7287;100.000000;0.000000;0.000000
INV;04/05/2012;Mercialys SA;Credit Agricole SA;Casino Guichard Perrachon SA;180.61;Cash;8.14;Completed;;FR0010241638;FR0000045072;0.0000;;9.800000;0.000000;0.000000
M&A;06/05/2012;Gazit America Inc;Gazit-Globe Ltd;;33.64;Cash and Stock;31.18;Completed;Friendly;CA36829N1024;IL0001260111;0.0000;11.0085;26.900000;73.099998;0.000000
INV;07/05/2012;Koninklijke KPN NV;America Movil SAB de CV;;3470.18;Cash;2.30;Completed;Unsolicited;NL0000009082;MXP001691213;0.0000;18.3352;23.200001;4.800000;0.000000
M&A;07/05/2012;Coalworks Ltd;Whitehaven Coal Ltd;;140.11;Cash; ;Completed;Unsolicited;AU000000CWK2;AU000000WHC8;0.0000;22.6206;82.699997;17.299999;-4.796023
M&A;07/05/2012;Leguide.com SASU;Lagardere SCA;;123.73;Cash;9.60;Completed;Friendly;FR0010146092;FR0000130213;0.0000;48.3095;96.419998;0.000000;0.000000
INV;07/05/2012;Banco BPI SA;Santoro Financial Holdings SGPS SA;CaixaBank SA;60.99;Cash; ;Pending;;PTBPI0AM0004;N.A.;0.0000;;9.440000;9.090000;0.000000
M&A;08/05/2012;First California Financial Group Inc;PacWest Bancorp;;196.33;Stock; ;Completed;Hostile to Friendly;US3193951098;US6952631033;0.0000;44.7527;100.000000;0.000000;0.000000
M&A;08/05/2012;Telia Lietuva AB;Telia Co AB;;153.48;Cash;5.64;Completed;Friendly;LT0000123911;SE0000667925;0.0000;8.35984;23.840000;76.160004;0.000000
M&A;08/05/2012;Meisei Electric Co Ltd;IHI Corp;;72.21;Cash;7.59;Completed;Friendly;JP3918600002;JP3134800006;0.0000;-4.14201;51.000000;0.000000;-332.084991
M&A;08/05/2012;Gemdale Properties & Investment Corp Ltd;Fraser and Neave Ltd,Riverbook Group Ltd;;65.90;Cash;13.48;Terminated;Friendly;BMG3911S1035;;0.0000;47.3684;26.670000;73.330002;0.000000
INV;08/05/2012;Telia Lietuva AB;Telia Co AB;East Capital Holding AB;50.61;Cash;5.64;Completed;;LT0000123911;SE0000667925;0.0000;0;7.870000;68.290001;0.000000
INV;08/05/2012;Toledo Mining Corp PLC;World Fund Pte Ltd;ENK Ltd;0.70;Cash; ;Completed;;GB00B0CRWC45;N.A.;0.0000;;5.010000;0.000000;0.000000
INV;08/05/2012;NOS SGPS SA;Unitel International Holdings BV;Telefonica SA;N/A;Cash; ;Completed;;PTZON0AM0006;N.A.;0.0000;;5.000000;0.000000;0.000000
M&A;09/05/2012;Cost Plus Inc;Bed Bath & Beyond Inc;;629.58;Cash;11.69;Completed;Friendly;US2214851055;US0758961009;0.0000;18.2073;100.000000;0.000000;136.184998
M&A;09/05/2012;PlainsCapital Corp;Hilltop Holdings Inc;;523.17;Cash and Stock; ;Completed;Friendly;US7266311049;US4327481010;0.0000;0;100.000000;0.000000;0.000000
M&A;09/05/2012;GoIndustry-DoveBid Ltd;Liquidity Services Inc;;4.39;Cash; ;Completed;Friendly;GB00B5V5DB07;US53635B1070;0.0000;42.3002;100.000000;0.000000;-4.433000
M&A;10/05/2012;JFE Shoji Trade Corp;JFE Holdings Inc;;2081.30;Stock;7.34;Completed;Friendly;JP3226600009;JP3386030005;0.0000;4.72933;60.619999;39.380001;107104.000000
M&A;11/05/2012;Kojima Co Ltd;Bic Camera Inc;;88.29;Cash;0.90;Completed;Friendly;JP3297380002;JP3800390001;0.0000;0;50.060001;0.000000;0.000000
M&A;11/05/2012;Xedar Corp;IHS Inc;;28.00;Cash; ;Completed;Friendly;US9840022043;US4517341073;0.0000;0;100.000000;0.000000;0.000000
M&A;11/05/2012;Lohmeyer Corp;Starzen Co Ltd;;16.24;Stock; ;Completed;Friendly;JP3167540008;JP3399100001;0.0000;-0.314383;42.220001;57.779999;0.000000
M&A;13/05/2012;Extend Health Inc;Towers Watson & Co;;435.00;Cash; ;Completed;Friendly;N.A.;US8918941076;0.0000;0;100.000000;0.000000;0.000000
INV;13/05/2012;Bona Film Group Ltd;TFCF Corp;;70.00;Cash;7.50;Completed;Friendly;US09777B1070;US90130A3095;0.0000;0;17.000000;0.000000;0.000000
M&A;14/05/2012;Vanke Overseas Investment Holding Co Ltd;China Vanke Co Ltd;Wing Tai Properties Ltd;344.04;Cash;62.95;Completed;;N.A.;CNE100001SR9;0.0000;0;79.260002;0.000000;1515.050049
M&A;14/05/2012;Docomo Digital Italy Srl;NTT DOCOMO Inc;;334.97;Cash;19.12;Completed;Friendly;IT0001488607;JP3165650007;0.0000;25.3381;100.000000;0.000000;47.912998
M&A;14/05/2012;Citizens South Banking Corp;Park Sterling Corp;;80.54;Cash or Stock; ;Completed;Friendly;US1766821029;US70086Y1055;0.0000;43.9358;100.000000;0.000000;0.000000
M&A;14/05/2012;Westgold Resources Ltd;Metals X Ltd;;62.96;Stock; ;Completed;Friendly;AU000000WGX6;AU000000MLX7;0.0000;34.58;73.019997;26.980000;-9.129438
INV;14/05/2012;Ekitan & Co Ltd;CE Holdings Co Ltd;Polaris Capital Group Co Ltd;13.84;Cash;5.62;Completed;;JP3161250000;JP3346350006;0.0000;;26.200001;0.000000;0.000000
INV;14/05/2012;Stylife Corp;Rakuten Inc;BURNEDEST Japan Ltd;6.23;Cash; ;Completed;;JP3399280001;JP3967200001;0.0000;;32.500000;0.000000;0.000000
INV;14/05/2012;Zincore Metals Inc;First Quantum Minerals Ltd;;3.82;Cash; ;Completed;Friendly;CA98959P8771;CA3359341052;0.0000;0;9.080000;0.000000;0.000000
INV;14/05/2012;Zincore Metals Inc;First Quantum Minerals Ltd;Inversiones ASPI SA;3.70;Cash; ;Completed;;CA98959P8771;CA3359341052;0.0000;;11.990000;0.000000;0.000000
INV;15/05/2012;Cheniere Energy Partners LP;Blackstone Group Inc/The (Fund: Blackstone Capital Partners VI LP),Blackstone Group Inc/The (Fund: Blackstone Energy Partners LP);;1500.00;Cash; ;Completed;Friendly;US16411Q1013;;0.0000;0;0.000000;0.000000;0.000000
INV;15/05/2012;Cheniere Energy Partners LP;Cheniere Energy Inc;;500.00;Cash; ;Completed;Friendly;US16411Q1013;US16411R2085;0.0000;0;0.000000;0.000000;0.000000
INV;15/05/2012;Nippon Carbide Industries Co Inc;Denka Co Ltd;AGC Inc;6.44;Cash;1.46;Completed;;JP3690000009;JP3549600009;0.0000;;5.000000;0.000000;0.000000
M&A;16/05/2012;Industrea Ltd;General Electric Co;;679.07;Cash;6.06;Completed;Friendly;AU000000IDL7;US3696041033;0.0000;35.0346;100.000000;0.000000;213.199997
INV;16/05/2012;Glory Sun Land Group Ltd;CAICA Inc;China Way International Ltd;63.95;Cash;15.21;Completed;;KYG3997X1170;JP3333400004;0.0000;;40.500000;0.000000;0.000000
M&A;16/05/2012;Juken Technology Ltd;Frencken Group Ltd;;37.87;Cash or Stock;3.62;Completed;Friendly;SG1O16911651;SG1R43925234;0.0000;-5.47328;100.000000;0.000000;2.909000
M&A;16/05/2012;Continental Nickel Ltd;Indiana Resources Ltd;;24.08;Stock; ;Completed;Friendly;CA2117932038;AU000000IDA0;0.0000;59.0204;63.000000;37.000000;-6.689300
M&A;17/05/2012;Rakuten Direct Inc;Rakuten Inc;;23.31;Cash; ;Completed;Friendly;JP3281830004;JP3967200001;0.0000;0;40.501999;10.934000;372.899994
INV;17/05/2012;Sama Resources Inc;MMG Ltd;;4.33;Cash; ;Completed;Friendly;CA79586X1033;HK1208013172;0.0000;0;9.972700;5.527300;0.000000
M&A;18/05/2012;Avenira Ltd;UCL Resources Ltd;;39.08;Cash and Stock; ;Terminated;Unsolicited;AU000000AEV1;AU000000UCL4;0.0000;-0.62705;100.000000;0.000000;-9.519358
M&A;18/05/2012;Regal Real Estate Investment Trust;Century City International Holdings Ltd,Paliburg Holdings Ltd;;0.08;Cash;5.22;Completed;Friendly;HK1881037571;;0.0000;-46.2676;0.020000;74.709999;0.000000
M&A;19/05/2012;Intek SpA;Intek Group SpA;;46.58;Stock; ;Completed;Friendly;IT0004552409;IT0004552359;0.0000;-4.62837;100.000000;0.000000;0.000000
M&A;21/05/2012;Cooper Industries PLC;Eaton Corp PLC;;12846.14;Cash and Stock;14.17;Completed;Friendly;IE00B40K9117;IE00B8KQN827;0.0000;22.7084;100.000000;0.000000;811.900024
M&A;21/05/2012;Thomas Cook India Ltd;Fairfax Financial Holdings Ltd;Thomas Cook Group PLC;140.92;Cash;9.74;Completed;;INE332A01027;CA3039011026;0.0000;;77.000000;0.000000;0.000000
M&A;21/05/2012;KCM Corp;Noritake Co Ltd/Nagoya Japan;;46.00;Stock;5.08;Completed;Friendly;JP3253880003;JP3763000001;0.0000;28.9051;45.759998;54.240002;0.000000
INV;21/05/2012;Forge Group Ltd;Clough Ltd;;17.96;Cash;7.79;Completed;Friendly;AU000000FGE1;AU000000CLO7;0.0000;0.225481;3.890000;44.299999;0.000000
INV;21/05/2012;Koike-ya Inc;Nissin Foods Holdings Co Ltd;;17.37;Cash;5.42;Completed;Friendly;JP3829100001;JP3675600005;0.0000;0;14.730000;5.030000;0.000000
M&A;22/05/2012;Ariba Inc;SAP SE;;4324.07;Cash;157.46;Completed;Friendly;US04033V2034;DE0007164600;0.0000;19.3001;100.000000;0.000000;-196.393997
INV;22/05/2012;BlackRock Inc;BlackRock Inc;Barclays PLC;1000.00;Cash;6.10;Completed;;US09247X1019;US09247X1019;0.0000;0;4.560000;0.000000;0.000000
M&A;22/05/2012;PGNX Capital Corp;Corp Shoppers Drug Mart;;70.71;Cash;21.98;Completed;Friendly;CA69342M1032;CA82509W1032;0.0000;0;100.000000;0.000000;0.000000
M&A;22/05/2012;EDGAR Online Inc;RR Donnelley & Sons Co;;36.53;Cash; ;Completed;Friendly;US2797651013;US2578672006;0.0000;40.9319;100.000000;0.000000;-1.808000
INV;23/05/2012;Kakaku.com Inc;Dentsu Group Inc;MM Holdings Co Ltd;302.31;Cash;27.64;Completed;;JP3206000006;JP3551520004;0.0000;;15.060000;0.000000;-18450.310547
INV;23/05/2012;Diamond Foods Inc;Oaktree Capital Group LLC;;225.00;Cash; ;Completed;Friendly;US2526031057;US6740012017;0.0000;0;0.000000;0.000000;0.000000
M&A;23/05/2012;LaCie Group SASU;Seagate Technology PLC;;71.79;Cash;5.22;Completed;Friendly;FR0000054314;IE00B58JVZ52;0.0000;29.6099;64.500000;0.000000;-37.521999
M&A;23/05/2012;Canrock Energy Corp;Alston Energy Inc/CA;;20.14;Stock;99.09;Completed;Friendly;CA1380681017;CA02124R1073;0.0000;102.164;100.000000;0.000000;6.617160
M&A;23/05/2012;Decklar Resources Inc;MMC Norilsk Nickel PJSC;;18.33;Cash; ;Completed;Friendly;CA2435731021;RU0007288411;0.0000;74.3421;100.000000;0.000000;-3.499223
INV;23/05/2012;SCYNEXIS Inc;Societe Generale SA,SR One Ltd/United States,Ventech SAS,KBL Healthcare Ventures LP (Fund: KBL Healthcare LP),Alta Partners (Fund: Alta BioPharma Partners LP),Burrill & Co LLC (Fund: Burrill Biotechnology Capital Fund LP),CDC Innovation SA (Fund: FCPR CDC Innovation 2000);;6.50;Cash; ;Completed;Friendly;US8112922005;;0.0000;0;0.000000;0.000000;0.000000
M&A;23/05/2012;Windstorm Resources Inc;Blue Sky Uranium Corp;;0.51;Stock; ;Completed;Friendly;CA97381K1003;CA0960495079;0.0000;71.2351;100.000000;0.000000;-1.760119
M&A;24/05/2012;Ando Corp;Hazama Ando Corp;;294.59;Stock;6.39;Completed;Friendly;JP3128000001;JP3767810009;0.0000;-2.66984;100.000000;0.000000;14618.000000
M&A;24/05/2012;Mountain Lake Resources Inc;Marathon Gold Corp;;13.56;Stock; ;Completed;Friendly;CA62419J1030;CA56580Q1028;0.0000;0;100.000000;0.000000;-2.445988
M&A;24/05/2012;Tokmanni Group Corp;Nordic Capital Svenska AB;CapMan Oyj (Fund: Capman Equity VII LP),CapMan Oyj (Fund: CapMan Mezzanine IV LP),CapMan Oyj (Fund: Finnmezzanine Rahasto III Ky),Kakkonen-Yhtiot Oy;N/A;Cash; ;Completed;;FI4000197934;N.A.;0.0000;0;100.000000;0.000000;0.000000
M&A;25/05/2012;Edison SpA;Electricite de France SA;;1117.25;Cash;5.64;Completed;Friendly;IT0003152417;FR0010242511;0.0000;1.54021;19.360001;80.639999;0.000000
M&A;25/05/2012;VeriSign Japan KK;NortonLifeLock Inc;;115.57;Cash;11.41;Completed;Friendly;JP3749380006;US6687711084;0.0000;60.7383;46.000000;54.000000;0.000000
INV;25/05/2012;Sin Heng Heavy Machinery Ltd;Toyota Motor Corp;SEAVI Advent Venture Management Pte Ltd;26.00;Cash;6.80;Completed;;SG1CB2000008;JP3633400001;0.0000;0;27.000000;0.000000;0.000000
M&A;25/05/2012;TerniGreen SpA;AlgoWatt SpA;;24.70;Stock;7.22;Completed;Friendly;IT0004768047;IT0004359037;0.0000;7.43607;100.000000;0.000000;0.000000
M&A;25/05/2012;BT&T TimeLife AG;Alpha Petrovision Holding AG;;N/A;Stock; ;Completed;Friendly;CH0016233691;CH0189009324;0.0000;0;100.000000;0.000000;0.000000
INV;28/05/2012;CGX Energy Inc;Frontera Energy Corp;;29.29;Cash; ;Completed;Friendly;CA1254055066;CA35905B1076;0.0000;-28.4091;26.270000;0.000000;0.000000
INV;28/05/2012;Wollongong Coal Ltd;Jindal Steel & Power Ltd;Gujarat NRE Coke Ltd;24.61;Cash;4.46;Completed;;AU000000WLC0;INE749A01030;0.0000;;9.000000;0.000000;0.000000
M&A;28/05/2012;Deo Petroleum PLC;Parkmead Group PLC/The;;14.86;Stock; ;Completed;Friendly;GB00B3PZFR25;GB00BGCYZL73;0.0000;37.8779;100.000000;0.000000;-3.852000
INV;28/05/2012;Lajin Entertainment Network Group Ltd;Eternity Investment Ltd;China Tangshang Holdings Ltd;6.61;Cash;21.10;Completed;;BMG5351M1082;BMG320501254;0.0000;0;29.000000;0.000000;0.000000
M&A;29/05/2012;Teledyne LeCroy Inc;Teledyne Technologies Inc;;241.16;Cash;7.69;Completed;Friendly;US52324W1099;US8793601050;0.0000;48.1481;100.000000;0.000000;-6.090000
M&A;29/05/2012;Schuler AG;ANDRITZ AG;;162.77;Cash;5.16;Completed;Friendly;DE000A0V9A22;AT0000730007;0.0000;26.9096;50.740002;38.500000;-170.897003
INV;29/05/2012;Schuler AG;ANDRITZ AG;Mercura Capital GmbH;24.96;Cash;0.44;Completed;;DE000A0V9A22;AT0000730007;0.0000;0;38.500000;0.000000;0.000000
M&A;29/05/2012;BancTrust Financial Group Inc;Trustmark Corp;;11.23;Stock; ;Completed;Friendly;US05978R1077;US8984021027;0.0000;53.5872;100.000000;0.000000;-44.995998
INV;29/05/2012;Venturex Resources Ltd;Northern Star Resources Ltd;;5.57;Cash; ;Completed;Friendly;AU000000VXR5;AU000000NST8;0.0000;0;13.043000;0.000000;0.000000
M&A;29/05/2012;Sapporo Hokuyo Holdings Inc;North Pacific Bank Ltd;;N/A;Stock; ;Completed;Friendly;JP3320950003;JP3843400007;0.0000;0;100.000000;0.000000;0.000000
INV;30/05/2012;Snam SpA;Cassa Depositi e Prestiti SpA;Eni SpA;4363.19;Cash;4.43;Completed;;IT0003153415;N.A.;0.0000;;30.000000;0.000000;0.000000
M&A;30/05/2012;CNH Global NV;Fiat Industrial SpA;;1137.78;Stock;3.42;Completed;Friendly;NL0000298933;IT0004644743;0.0000;6.46211;12.000000;88.000000;0.000000
M&A;30/05/2012;CE Franklin Ltd;NOV Inc;;220.29;Cash;8.02;Completed;Friendly;CA1251511004;US62955J1034;0.0000;36.0066;100.000000;0.000000;-3.329000
M&A;30/05/2012;Nabco Door Ltd;Nabtesco Corp;;23.12;Stock;6.68;Completed;Friendly;JP3651180006;JP3651210001;0.0000;18.1288;36.650002;63.349998;0.000000
INV;30/05/2012;Intraco Ltd;TH Investments Pte Ltd;Hanwell Holdings Ltd;14.19;Cash; ;Terminated;;SG1D87001195;N.A.;0.0000;0;29.889999;0.000000;0.000000
M&A;31/05/2012;Logica Ltd;CGI Inc;;3113.38;Cash;11.61;Completed;Friendly;GB0005227086;CA12532H1047;0.0000;50.358;100.000000;0.000000;321.600006
M&A;31/05/2012;Open Range Energy Corp;Cequence Energy Ltd;;158.54;Stock;8.88;Terminated;Friendly;CA68372K1021;CA15671G5068;0.0000;40.3187;100.000000;0.000000;60.000000
M&A;31/05/2012;Beacon Federal Bancorp Inc;Berkshire Hills Bancorp Inc;;124.07;Cash or Stock; ;Completed;Friendly;US0735821086;US0846801076;0.0000;52.1029;100.000000;0.000000;0.000000
M&A;31/05/2012;New England Bancshares Inc;United Financial Bancorp Inc/Old;;90.06;Stock; ;Completed;Friendly;US6438632027;US91030T1097;0.0000;46.0072;100.000000;0.000000;0.000000
M&A;01/06/2012;Verizon Telematics Inc;Verizon Communications Inc;;1387.60;Cash; ;Completed;Friendly;US4444861045;US92343V1044;0.0000;176.573;100.000000;0.000000;109.713997
INV;01/06/2012;NRC Group ASA;Hexagon AB;;11.15;Cash; ;Completed;Friendly;NO0003679102;SE0000103699;0.0000;0;25.000000;0.000000;0.000000
M&A;04/06/2012;MEDTOX Scientific Inc;Laboratory Corp of America Holdings;;242.00;Cash;16.67;Completed;Friendly;US5849772018;US50540R4092;0.0000;32.9498;100.000000;0.000000;-5.001000
M&A;04/06/2012;Origio A/S;Cooper Cos Inc/The;;184.29;Cash;12.18;Completed;Friendly;DK0015933584;US2166484020;0.0000;66.3366;100.000000;0.000000;1371.535034
M&A;04/06/2012;Fivestar Petroleum Corp;Forestar Group Inc;;143.91;Cash;10.51;Completed;Friendly;US2254392077;US3462321015;0.0000;34.5905;100.000000;0.000000;-3.051000
